fecha_hora,tramites_online,cpu_usage,ram_usage,storage_usage,input_bytes,output_bytes
2025-06-19 08:00,32,74.07,1.4,444.33,23718789,39237713
2025-06-19 08:30,24,35.56,6.72,349.18,49545216,15089008
2025-06-19 09:00,105,34.14,13.83,786.56,35095838,15707668
2025-06-19 09:30,105,25.77,9.82,668.05,4445962,23320330
2025-06-19 10:00,103,46.15,11.88,706.66,10160701,24421335
2025-06-19 10:30,116,12.37,8.18,268.52,15665725,26235371
2025-06-19 11:00,100,49.46,21.14,451.57,4487905,21422407
2025-06-19 11:30,32,24.03,11.42,429.39,5085593,18276679
2025-06-19 12:00,23,43.59,5.92,615.31,24872222,18863882
2025-06-19 12:30,38,71.77,1.0,192.89,32946257,10454302
2025-06-19 13:00,39,61.31,6.0,594.01,25029509,16661872
2025-06-19 13:30,34,59.87,8.5,469.33,29286727,23058186
2025-06-19 14:00,65,34.83,6.78,115.37,22397583,13904117
2025-06-19 14:30,99,34.15,17.15,455.84,36175872,39562772
2025-06-19 15:00,64,35.07,12.4,486.83,21978152,25071452
2025-06-19 15:30,51,51.23,7.54,400.77,20919091,8797552
2025-06-19 16:00,84,68.05,14.43,378.35,15885926,44627394
2025-06-19 16:30,69,61.19,15.73,419.84,11513364,39101399
2025-06-19 17:00,46,55.24,17.36,382.87,34718351,11922309
2025-06-19 17:30,36,42.81,11.9,433.31,22617784,31226593
2025-06-19 18:00,14,31.9,9.08,603.0,17259560,47919923
2025-06-19 18:30,13,41.93,13.33,472.81,32747028,52995031
2025-06-19 19:00,29,89.94,6.93,610.14,28007464,4519362
2025-06-19 19:30,14,71.96,13.1,659.59,1048576,1426063
2025-06-19 20:00,28,52.59,5.66,769.15,25490882,9678356
2025-06-19 20:30,33,66.66,1.3,496.87,1048576,44501565
2025-06-19 21:00,38,20.69,1.0,119.09,28049408,59936604
2025-06-19 21:30,23,10.0,18.83,453.4,27913093,1048576
2025-06-19 22:00,40,58.98,14.87,806.09,1048576,23918018
2025-06-19 22:30,9,40.91,6.87,457.27,45340426,32956743
2025-06-19 23:00,41,26.62,9.62,330.92,7182745,19461570
2025-06-19 23:30,47,56.71,1.0,693.19,9709813,22691184
2025-06-20 00:00,15,23.8,1.0,507.94,28877783,6773800
2025-06-20 00:30,26,63.93,6.87,481.63,13568573,2883584
2025-06-20 01:00,20,24.74,9.63,575.91,1048576,21464350
2025-06-20 01:30,30,35.99,12.47,407.47,43778048,18664652
2025-06-20 02:00,44,46.32,9.17,163.43,7560232,12614369
2025-06-20 02:30,18,90.78,5.71,663.16,6647971,51631882
2025-06-20 03:00,21,61.43,7.11,465.83,35756441,28080865
2025-06-20 03:30,1,53.34,17.31,517.33,2296381,47238348
2025-06-20 04:00,38,45.9,9.05,306.0,40946892,6197084
2025-06-20 04:30,15,23.14,9.4,812.48,17867735,24840765
2025-06-20 05:00,43,58.04,2.05,284.73,22166896,36647731
2025-06-20 05:30,48,35.67,8.84,796.82,30649876,12121538
2025-06-20 06:00,27,76.74,14.6,525.95,34466693,19220398
2025-06-20 06:30,7,52.2,1.09,100.0,30324817,1048576
2025-06-20 07:00,31,32.58,10.17,456.26,19922944,33187430
2025-06-20 07:30,33,49.22,3.41,512.92,3848273,13694402
2025-06-20 08:00,7,51.18,7.34,250.87,8808038,1048576
2025-06-20 08:30,29,42.81,7.08,476.29,9185525,9877585
2025-06-20 09:00,89,60.3,11.47,529.4,1048576,38042337
2025-06-20 09:30,96,82.9,9.96,355.98,29559357,31646023
2025-06-20 10:00,124,53.98,2.59,704.25,40904949,22439526
2025-06-20 10:30,53,28.21,9.84,606.57,33460060,11114905
2025-06-20 11:00,108,42.4,16.41,601.77,30251417,42184212
2025-06-20 11:30,97,44.0,5.63,818.82,10758389,35200696
2025-06-20 12:00,22,56.42,10.75,223.95,5043650,12352225
2025-06-20 12:30,40,52.24,15.53,384.8,31782338,40821063
2025-06-20 13:00,15,22.72,1.84,423.25,37664849,25836912
2025-06-20 13:30,26,73.87,12.21,501.2,6092226,15539896
2025-06-20 14:00,68,26.43,12.05,100.0,27839692,37874565
2025-06-20 14:30,93,10.0,4.59,265.57,30251417,1048576
2025-06-20 15:00,84,59.27,8.49,265.04,19314769,25585254
2025-06-20 15:30,84,70.07,5.19,472.75,1048576,23005757
2025-06-20 16:00,56,53.43,1.0,759.37,28573696,28856811
2025-06-20 16:30,82,61.55,16.46,599.6,28175237,32201768
2025-06-20 17:00,6,44.65,16.16,629.45,6312427,23037214
2025-06-20 17:30,32,21.22,7.2,523.01,17836277,1048576
2025-06-20 18:00,37,25.37,11.51,562.08,1048576,36909875
2025-06-20 18:30,38,52.43,12.23,517.06,18329108,1048576
2025-06-20 19:00,21,52.74,4.54,802.36,12540968,10118758
2025-06-20 19:30,9,60.08,1.0,752.65,17259560,7224688
2025-06-20 20:00,53,56.4,12.3,626.09,11481907,16819159
2025-06-20 20:30,20,44.07,5.73,703.36,18108907,1625292
2025-06-20 21:00,18,40.2,22.84,452.02,21401436,1048576
2025-06-20 21:30,17,37.66,22.55,454.66,13442744,15739125
2025-06-20 22:00,36,30.32,10.93,567.43,31457280,51201966
2025-06-20 22:30,43,49.09,11.26,575.12,13432258,17553162
2025-06-20 23:00,50,54.58,7.39,355.85,47972352,9279897
2025-06-20 23:30,19,60.49,1.0,364.55,63889735,46137344
2025-06-21 00:00,37,71.37,1.0,823.39,9909043,40391147
2025-06-21 00:30,24,56.05,20.22,407.2,20971520,21328035
2025-06-21 01:00,18,90.34,13.82,396.84,10297016,1048576
2025-06-21 01:30,21,44.61,13.13,701.98,27126661,31132221
2025-06-21 02:00,8,10.0,1.0,842.29,22481469,24631050
2025-06-21 02:30,35,41.08,6.32,301.49,11460935,1048576
2025-06-21 03:00,58,54.22,21.87,493.69,24379392,9625927
2025-06-21 03:30,19,62.66,13.66,457.11,27399290,45938114
2025-06-21 04:00,52,43.54,12.23,237.12,17301504,14837350
2025-06-21 04:30,32,20.57,10.75,639.91,41817210,38524682
2025-06-21 05:00,31,19.57,9.5,620.56,19031654,20751319
2025-06-21 05:30,34,95.0,1.58,374.08,46158315,10150215
2025-06-21 06:00,42,95.0,12.9,467.84,27650949,2516582
2025-06-21 06:30,51,40.61,10.74,207.89,48255467,37822136
2025-06-21 07:00,59,80.52,15.79,308.58,6218055,16473128
2025-06-21 07:30,20,58.72,21.15,462.39,1048576,15456010
2025-06-21 08:00,14,28.96,4.83,558.84,1048576,7140802
2025-06-21 08:30,15,68.09,6.58,474.16,13306429,1048576
2025-06-21 09:00,78,38.89,1.0,424.06,11838423,30419189
2025-06-21 09:30,41,42.74,8.15,588.2,31740395,14428405
2025-06-21 10:00,65,42.19,9.66,364.76,16336814,23435673
2025-06-21 10:30,81,42.73,1.0,758.07,28154265,25008537
2025-06-21 11:00,92,48.49,6.54,500.61,16462643,13830717
2025-06-21 11:30,61,66.08,6.0,594.9,21149777,46839889
2025-06-21 12:00,40,46.36,12.01,883.44,16714301,6008340
2025-06-21 12:30,27,24.34,3.29,641.77,20048773,25019023
2025-06-21 13:00,19,63.18,10.12,529.73,4592762,32306626
2025-06-21 13:30,15,64.85,9.26,162.57,34319892,1048576
2025-06-21 14:00,95,21.03,5.78,690.81,24138219,14218690
2025-06-21 14:30,47,22.64,16.43,484.83,21695037,34791751
2025-06-21 15:00,81,58.34,12.53,449.38,33481031,43096473
2025-06-21 15:30,90,49.94,3.8,785.43,5924454,37297848
2025-06-21 16:00,110,10.56,11.91,834.5,31467765,31090278
2025-06-21 16:30,88,34.31,4.34,302.0,30995906,29506928
2025-06-21 17:00,34,40.34,13.69,370.22,1048576,31929139
2025-06-21 17:30,44,56.06,1.0,743.45,7381975,21432893
2025-06-21 18:00,14,22.35,12.38,823.34,1048576,40936407
2025-06-21 18:30,13,51.33,4.53,645.48,10527703,47259320
2025-06-21 19:00,35,53.02,6.79,820.46,11230248,4991221
2025-06-21 19:30,10,58.02,4.43,575.05,1048576,6553600
2025-06-21 20:00,24,65.42,12.91,383.35,34907095,45738885
2025-06-21 20:30,46,61.22,14.04,100.0,37371248,32275169
2025-06-21 21:00,15,42.12,5.72,717.63,20803747,41901096
2025-06-21 21:30,47,62.59,8.51,707.15,16682844,20373831
2025-06-21 22:00,47,56.74,14.47,201.38,16619929,18968739
2025-06-21 22:30,6,58.21,1.0,480.55,30198988,27000832
2025-06-21 23:00,16,44.64,7.64,773.24,13138657,38440796
2025-06-21 23:30,25,69.83,10.59,437.89,26822574,16431185
2025-06-22 00:00,47,37.08,1.0,430.15,19975372,21946695
2025-06-22 00:30,28,41.62,5.18,100.0,1048576,8000634
2025-06-22 01:00,11,64.21,9.08,321.22,26392657,32610713
2025-06-22 01:30,24,54.79,11.66,562.5,17930649,40684748
2025-06-22 02:00,43,16.11,1.0,763.18,21852323,39216742
2025-06-22 02:30,20,50.25,5.9,385.66,39027998,14082375
2025-06-22 03:00,34,64.47,6.78,180.27,30744248,34236006
2025-06-22 03:30,18,55.12,1.15,468.12,38314967,33984348
2025-06-22 04:00,17,27.43,16.27,206.55,30964449,43966791
2025-06-22 04:30,28,36.46,4.17,413.26,36081500,15026094
2025-06-22 05:00,16,70.19,1.0,100.0,35745955,4487905
2025-06-22 05:30,26,60.59,5.11,578.21,25386024,20101201
2025-06-22 06:00,43,29.37,24.28,243.83,1048576,7140802
2025-06-22 06:30,15,79.66,10.1,468.75,10863247,20961034
2025-06-22 07:00,54,70.3,3.22,388.3,9426698,10380902
2025-06-22 07:30,15,40.1,8.58,580.84,1048576,14533263
2025-06-22 08:00,41,61.71,10.0,924.84,27000832,1488977
2025-06-22 08:30,38,43.15,15.4,839.79,21726494,20436746
2025-06-22 09:00,100,67.12,2.54,702.47,35861299,6385827
2025-06-22 09:30,53,35.2,1.92,317.54,4729077,19021168
2025-06-22 10:00,79,49.01,9.09,412.29,16567500,45172654
2025-06-22 10:30,71,28.37,1.0,153.7,20111687,28993126
2025-06-22 11:00,42,17.45,2.43,235.41,7329546,30440161
2025-06-22 11:30,87,48.94,16.16,355.67,16231956,12719226
2025-06-22 12:00,6,55.54,7.87,601.87,23267901,9405726
2025-06-22 12:30,28,44.81,16.75,462.95,1048576,48286924
2025-06-22 13:00,38,59.54,6.23,470.29,8126464,17144217
2025-06-22 13:30,14,12.5,1.0,699.0,14921236,7340032
2025-06-22 14:00,65,38.86,4.57,212.51,30240931,1048576
2025-06-22 14:30,41,50.2,12.56,173.87,21464350,23047700
2025-06-22 15:00,32,66.65,5.41,914.38,27346862,25794969
2025-06-22 15:30,42,16.02,3.22,725.37,29307699,38954598
2025-06-22 16:00,51,45.55,1.0,564.03,19734200,19713228
2025-06-22 16:30,94,70.89,7.9,351.61,1048576,59338915
2025-06-22 17:00,12,35.08,1.0,367.01,1048576,12132024
2025-06-22 17:30,41,88.5,17.86,394.5,12782141,28961669
2025-06-22 18:00,15,73.25,10.7,847.66,17406361,5662310
2025-06-22 18:30,41,46.99,4.05,414.58,31530680,41911582
2025-06-22 19:00,46,32.36,12.82,586.34,32432455,1048576
2025-06-22 19:30,14,21.73,8.93,187.07,20027801,15193866
2025-06-22 20:00,54,60.31,12.4,369.42,41429237,29035069
2025-06-22 20:30,25,53.75,15.42,623.82,17574133,31237079
2025-06-22 21:00,36,60.74,2.01,661.48,14176747,34644951
2025-06-22 21:30,30,47.78,1.0,808.51,27210547,28814868
2025-06-22 22:00,12,50.87,4.63,427.78,10045358,1048576
2025-06-22 22:30,28,17.03,4.72,621.5,13065256,1048576
2025-06-22 23:00,9,76.15,12.03,665.2,12394168,38398853
2025-06-22 23:30,15,17.4,8.85,571.97,29496442,11010048
2025-06-23 00:00,12,47.38,1.0,389.92,18150850,32002539
2025-06-23 00:30,22,46.63,1.0,100.0,18475909,22649241
2025-06-23 01:00,29,71.52,11.91,462.18,42603642,29160898
2025-06-23 01:30,8,78.41,5.27,762.29,8598323,15518924
2025-06-23 02:00,43,65.85,8.44,287.06,17584619,1048576
2025-06-23 02:30,38,47.39,18.95,441.96,4120903,9405726
2025-06-23 03:00,22,74.16,9.55,693.19,46672117,19723714
2025-06-23 03:30,24,39.82,12.79,449.72,1048576,22103982
2025-06-23 04:00,13,66.23,5.8,627.94,9846128,10213130
2025-06-23 04:30,47,48.44,6.07,424.44,19377684,23918018
2025-06-23 05:00,51,51.0,2.12,611.57,1048576,30901534
2025-06-23 05:30,14,56.05,5.45,344.41,30639390,28615639
2025-06-23 06:00,39,22.16,8.73,715.2,15340666,37182504
2025-06-23 06:30,29,55.62,11.71,296.91,10454302,16169041
2025-06-23 07:00,37,66.32,5.48,485.45,17521704,34141634
2025-06-23 07:30,16,59.38,7.03,711.6,29674700,3628072
2025-06-23 08:00,28,49.73,8.41,282.57,16210984,3690987
2025-06-23 08:30,27,77.58,1.0,519.35,25836912,36574330
2025-06-23 09:00,114,57.95,4.11,261.39,17311989,16640901
2025-06-23 09:30,116,32.68,1.0,474.1,26287800,45969571
2025-06-23 10:00,124,62.68,1.44,521.49,12215910,36846960
2025-06-23 10:30,72,56.33,1.0,594.63,2936012,17920163
2025-06-23 11:00,43,49.7,6.66,278.11,24075304,20321402
2025-06-23 11:30,48,10.0,10.05,420.78,4236247,35966156
2025-06-23 12:00,41,45.03,2.83,558.39,10538188,24505221
2025-06-23 12:30,37,39.67,3.02,383.29,9573498,8860467
2025-06-23 13:00,31,42.7,10.91,548.76,58793656,40716206
2025-06-23 13:30,27,73.31,4.0,402.33,33900462,52040826
2025-06-23 14:00,33,71.7,5.24,526.85,14155776,55375298
2025-06-23 14:30,63,72.37,1.59,725.75,7916748,25690112
2025-06-23 15:00,64,62.93,4.82,448.9,18287165,7832862
2025-06-23 15:30,81,44.59,8.24,363.73,41481666,29370613
2025-06-23 16:00,68,37.29,5.53,424.27,23194501,26675773
2025-06-23 16:30,72,38.18,8.02,639.96,15015608,25155338
2025-06-23 17:00,31,26.59,4.62,539.3,28689039,4424990
2025-06-23 17:30,33,76.93,16.83,731.84,11492392,34120663
2025-06-23 18:00,15,74.99,4.49,473.78,15445524,34005319
2025-06-23 18:30,20,61.89,9.38,595.59,36574330,18004049
2025-06-23 19:00,22,17.99,4.04,673.78,15141437,16703815
2025-06-23 19:30,53,78.34,1.44,550.03,1048576,26644316
2025-06-23 20:00,20,69.94,15.95,760.94,12834570,16158556
2025-06-23 20:30,14,33.36,5.32,1000.0,1048576,37559992
2025-06-23 21:00,40,60.04,7.2,683.23,36637245,10538188
2025-06-23 21:30,16,51.83,8.97,399.46,27535605,75015127
2025-06-23 22:00,39,82.71,11.21,476.64,20059258,14784921
2025-06-23 22:30,43,33.56,16.35,510.85,11125391,1048576
2025-06-23 23:00,31,46.15,5.64,549.22,34592522,13956546
2025-06-23 23:30,45,42.23,1.0,558.4,16473128,39887831
2025-06-24 00:00,43,56.5,4.96,555.68,18045992,44889538
2025-06-24 00:30,23,32.23,3.4,837.35,14669578,3523215
2025-06-24 01:00,40,48.49,5.39,100.0,16221470,4676648
2025-06-24 01:30,28,52.41,20.57,651.77,19126026,37360762
2025-06-24 02:00,12,61.84,1.0,533.99,46001029,1048576
2025-06-24 02:30,34,35.95,5.16,213.59,9762242,6291456
2025-06-24 03:00,36,31.79,13.52,264.52,16567500,47898951
2025-06-24 03:30,20,30.58,8.74,575.55,1048576,49849303
2025-06-24 04:00,11,95.0,1.62,408.88,18706595,16850616
2025-06-24 04:30,19,63.39,1.0,366.94,52544143,38031851
2025-06-24 05:00,49,37.36,4.6,531.56,12121538,29402071
2025-06-24 05:30,31,16.6,13.61,348.27,28605153,20541603
2025-06-24 06:00,36,55.57,3.4,599.21,24494735,15256780
2025-06-24 06:30,20,63.01,1.0,895.08,14522777,20552089
2025-06-24 07:00,40,55.24,4.41,685.12,21674065,21286092
2025-06-24 07:30,31,55.08,3.06,790.47,14428405,8808038
2025-06-24 08:00,28,67.32,18.72,658.04,9342812,10171187
2025-06-24 08:30,41,49.27,15.76,488.79,21390950,33753661
2025-06-24 09:00,106,36.32,5.79,805.66,1048576,47720693
2025-06-24 09:30,54,46.59,1.0,351.3,35410411,15330181
2025-06-24 10:00,96,73.67,1.0,295.57,31394365,20594032
2025-06-24 10:30,71,48.28,5.95,734.0,21181235,18685624
2025-06-24 11:00,84,69.83,13.21,419.3,1048576,45990543
2025-06-24 11:30,83,55.12,6.67,329.46,1048576,32317112
2025-06-24 12:00,36,58.76,7.85,435.44,22156410,12771655
2025-06-24 12:30,38,95.0,7.85,409.92,47836037,47133491
2025-06-24 13:00,6,59.96,5.31,657.42,12415139,53582233
2025-06-24 13:30,13,70.6,1.0,523.64,33355202,14669578
2025-06-24 14:00,99,62.83,12.89,582.1,37885050,54714695
2025-06-24 14:30,83,45.22,5.44,410.01,1048576,32914800
2025-06-24 15:00,56,44.48,5.7,339.98,26203914,20940062
2025-06-24 15:30,49,67.43,6.06,460.33,1048576,57094963
2025-06-24 16:00,86,52.02,1.0,590.65,25690112,1048576
2025-06-24 16:30,89,80.87,11.78,387.72,14417920,13757317
2025-06-24 17:00,14,38.33,14.57,203.39,1048576,4634705
2025-06-24 17:30,30,55.77,3.41,920.95,10433331,43683676
2025-06-24 18:00,36,46.18,8.99,485.23,35934699,16252928
2025-06-24 18:30,39,57.86,7.55,557.83,24264048,29821501
2025-06-24 19:00,27,10.0,14.52,463.85,5955911,12142510
2025-06-24 19:30,31,51.11,12.42,1000.0,14029946,21736980
2025-06-24 20:00,41,46.24,12.78,399.99,28940697,54452551
2025-06-24 20:30,42,41.74,1.0,667.25,1048576,49115299
2025-06-24 21:00,39,47.51,9.26,737.68,31404851,7172259
2025-06-24 21:30,22,59.14,9.64,341.53,28741468,23320330
2025-06-24 22:00,48,31.47,6.78,624.76,13883146,32537313
2025-06-24 22:30,4,88.69,5.21,559.85,11765022,1960837
2025-06-24 23:00,51,37.85,7.97,872.31,19482542,14302576
2025-06-24 23:30,54,60.67,1.0,309.36,31803310,24735907
2025-06-25 00:00,24,53.88,9.24,565.29,35347496,1048576
2025-06-25 00:30,35,60.89,10.09,566.63,20583546,32033996
2025-06-25 01:00,36,22.16,10.86,373.03,59391344,37192990
2025-06-25 01:30,18,71.21,15.33,439.49,1048576,36993761
2025-06-25 02:00,11,44.99,12.22,406.5,24704450,14942208
2025-06-25 02:30,31,45.77,14.57,704.48,9856614,30041702
2025-06-25 03:00,56,41.97,8.17,701.96,18759024,27472691
2025-06-25 03:30,23,23.48,1.0,655.97,15256780,39782973
2025-06-25 04:00,39,35.83,7.49,389.47,13851688,6385827
2025-06-25 04:30,38,60.91,1.22,512.83,12111052,27189575
2025-06-25 05:00,5,10.0,1.0,510.04,1048576,14816378
2025-06-25 05:30,36,43.57,9.4,298.36,42823843,3932160
2025-06-25 06:00,16,78.35,9.4,436.53,11733565,17941135
2025-06-25 06:30,40,68.59,3.87,531.78,34435235,21579694
2025-06-25 07:00,25,82.97,11.08,764.39,9604956,9521070
2025-06-25 07:30,34,31.12,5.16,386.34,1614807,1048576
2025-06-25 08:00,23,63.1,1.0,607.86,50981765,5934940
2025-06-25 08:30,33,57.55,13.68,153.78,31352422,22544384
2025-06-25 09:00,45,88.12,11.78,798.37,34970009,15414067
2025-06-25 09:30,47,23.41,7.45,687.88,4309647,15078522
2025-06-25 10:00,80,15.87,12.54,354.22,44952453,23288872
2025-06-25 10:30,45,95.0,8.56,664.65,22460497,34236006
2025-06-25 11:00,73,64.28,3.46,500.1,12855541,12257853
2025-06-25 11:30,110,60.53,11.07,690.91,34603008,26298286
2025-06-25 12:00,8,36.54,5.37,850.51,10223616,1048576
2025-06-25 12:30,14,46.3,5.69,614.03,14732492,43138416
2025-06-25 13:00,36,10.0,6.48,194.21,53288632,21495808
2025-06-25 13:30,13,53.39,11.41,861.7,1048576,21611151
2025-06-25 14:00,96,67.21,3.47,947.98,3460300,35808870
2025-06-25 14:30,91,40.28,9.44,658.06,20048773,9720299
2025-06-25 15:00,38,25.13,4.76,612.96,16336814,4582277
2025-06-25 15:30,109,32.61,7.38,462.12,30702305,64560824
2025-06-25 16:00,64,36.09,10.53,515.04,31446794,1048576
2025-06-25 16:30,43,32.46,4.66,436.95,20824719,34435235
2025-06-25 17:00,32,32.58,1.2,460.29,14029946,11586764
2025-06-25 17:30,41,48.53,11.39,296.38,22072524,32086425
2025-06-25 18:00,37,58.98,1.0,629.85,3753902,15351152
2025-06-25 18:30,8,61.36,1.61,346.89,36542873,3900702
2025-06-25 19:00,32,34.02,10.43,659.11,5819596,34256977
2025-06-25 19:30,39,52.93,4.85,617.92,31446794,14092861
2025-06-25 20:00,32,16.63,14.49,258.82,27441233,17678991
2025-06-25 20:30,50,39.16,7.56,338.8,24305991,14774435
2025-06-25 21:00,45,85.65,7.93,291.98,3638558,21925724
2025-06-25 21:30,33,22.31,11.09,703.21,20698890,11660165
2025-06-25 22:00,28,41.56,7.6,553.91,44417679,10391388
2025-06-25 22:30,9,25.24,3.2,414.85,35399925,1583349
2025-06-25 23:00,38,34.63,6.54,209.8,28626124,26245857
2025-06-25 23:30,52,92.66,7.6,629.42,26937917,1048576
2025-06-26 00:00,44,36.51,11.06,405.36,28668067,23142072
2025-06-26 00:30,37,38.81,18.72,357.77,3921674,9825157
2025-06-26 01:00,54,44.38,1.0,173.07,9269411,38828769
2025-06-26 01:30,23,36.35,2.3,694.53,25962741,21695037
2025-06-26 02:00,42,71.32,13.91,449.47,20615004,1048576
2025-06-26 02:30,42,33.78,5.7,444.14,50824478,51180994
2025-06-26 03:00,42,67.67,10.92,345.7,16724787,1048576
2025-06-26 03:30,27,55.61,1.0,164.02,37622906,19251855
2025-06-26 04:00,55,22.67,6.43,726.32,53760491,30555504
2025-06-26 04:30,17,61.51,11.25,819.98,50247761,5693767
2025-06-26 05:00,16,46.45,8.93,407.86,20436746,13138657
2025-06-26 05:30,23,43.43,1.96,264.4,47668264,33124515
2025-06-26 06:00,20,19.4,7.72,587.28,50520391,8776581
2025-06-26 06:30,58,10.54,6.5,553.14,8797552,34256977
2025-06-26 07:00,26,59.33,14.17,740.52,25973227,33512488
2025-06-26 07:30,13,28.35,9.1,607.69,12582912,18171822
2025-06-26 08:00,47,67.8,18.94,644.9,20719861,16263413
2025-06-26 08:30,26,34.47,1.0,598.62,3449815,15508439
2025-06-26 09:00,60,67.76,15.55,843.64,41659924,8231321
2025-06-26 09:30,29,63.63,1.0,242.26,7035944,32684113
2025-06-26 10:00,76,54.58,1.0,545.59,36060528,22135439
2025-06-26 10:30,116,58.76,11.32,100.0,17668505,19451084
2025-06-26 11:00,56,24.07,20.28,292.0,12708741,1048576
2025-06-26 11:30,77,31.55,1.0,414.68,15581839,24316477
2025-06-26 12:00,37,26.32,10.5,639.84,19922944,18433966
2025-06-26 12:30,52,44.2,7.64,880.1,21653094,22701670
2025-06-26 13:00,41,39.42,8.4,446.27,3900702,16693329
2025-06-26 13:30,45,55.72,9.84,663.72,47427092,25102909
2025-06-26 14:00,72,62.1,5.44,370.81,23225958,24893194
2025-06-26 14:30,44,51.97,6.36,556.64,25144852,42509271
2025-06-26 15:00,59,23.01,1.0,100.0,31719424,3261071
2025-06-26 15:30,91,42.85,11.65,482.31,14910750,5358223
2025-06-26 16:00,106,43.86,14.45,491.53,50132418,8829009
2025-06-26 16:30,52,23.94,14.67,474.93,28542238,35997614
2025-06-26 17:00,38,78.84,9.9,745.55,10611589,1048576
2025-06-26 17:30,25,73.83,8.94,264.86,8283750,49450844
2025-06-26 18:00,16,47.49,18.79,739.83,1048576,26015170
2025-06-26 18:30,19,57.24,14.39,389.37,31289507,41775267
2025-06-26 19:00,48,62.84,19.22,758.1,45508198,25448939
2025-06-26 19:30,7,31.25,15.92,100.0,28751953,16399728
2025-06-26 20:00,51,82.35,17.19,582.06,1845493,33554432
2025-06-26 20:30,45,62.63,6.38,391.91,16473128,7906263
2025-06-26 21:00,14,54.55,1.0,931.54,24180162,40894464
2025-06-26 21:30,38,54.4,4.34,457.54,14837350,18318622
2025-06-26 22:00,42,54.11,19.21,879.84,23225958,11062476
2025-06-26 22:30,24,57.61,12.98,762.48,34152120,33072087
2025-06-26 23:00,15,59.0,2.37,348.25,26906460,1048576
2025-06-26 23:30,52,40.98,1.0,783.44,12614369,26570915
2025-06-27 00:00,27,53.52,3.12,761.08,20635975,1048576
2025-06-27 00:30,27,26.09,8.66,189.81,1048576,32390512
2025-06-27 01:00,10,51.58,1.0,773.31,27525120,1048576
2025-06-27 01:30,6,42.98,12.57,577.61,21831352,1048576
2025-06-27 02:00,21,60.25,15.42,630.25,1048576,16210984
2025-06-27 02:30,14,29.08,4.19,559.11,49744445,9930014
2025-06-27 03:00,34,28.17,7.51,628.61,43117445,1048576
2025-06-27 03:30,6,50.99,17.9,588.36,47584378,3953131
2025-06-27 04:00,10,34.43,7.62,575.2,28322037,31121735
2025-06-27 04:30,14,33.8,24.57,341.8,1048576,1048576
2025-06-27 05:00,33,54.95,15.04,350.15,40265318,70558679
2025-06-27 05:30,40,38.53,6.49,304.41,26665287,18612224
2025-06-27 06:00,39,36.6,6.46,649.86,44270878,28059893
2025-06-27 06:30,33,31.12,21.26,361.63,28500295,32013025
2025-06-27 07:00,36,43.91,6.09,499.83,21181235,32495370
2025-06-27 07:30,37,32.6,1.0,834.04,32201768,10936647
2025-06-27 08:00,15,72.62,4.58,564.82,17867735,34634465
2025-06-27 08:30,39,81.97,12.9,559.06,24641536,1048576
2025-06-27 09:00,82,19.02,12.68,586.03,40957378,37989908
2025-06-27 09:30,47,18.73,4.07,426.52,30073159,1048576
2025-06-27 10:00,61,79.97,13.56,616.93,13138657,27409776
2025-06-27 10:30,47,52.44,11.12,300.2,1048576,10852761
2025-06-27 11:00,38,54.25,17.39,506.44,31121735,1048576
2025-06-27 11:30,66,44.61,8.72,806.66,16273899,10401873
2025-06-27 12:00,53,42.99,12.59,657.5,1677721,24463278
2025-06-27 12:30,37,10.0,4.73,232.8,22858956,24767365
2025-06-27 13:00,42,21.11,4.83,336.77,4592762,41848668
2025-06-27 13:30,26,95.0,1.0,483.05,27944550,30691819
2025-06-27 14:00,53,10.37,12.63,269.01,44470108,26612858
2025-06-27 14:30,117,59.85,10.25,100.0,24326963,38954598
2025-06-27 15:00,103,53.5,7.09,504.67,23005757,18863882
2025-06-27 15:30,121,75.44,13.88,957.7,7843348,1048576
2025-06-27 16:00,101,45.2,3.94,467.86,21820866,17479761
2025-06-27 16:30,79,47.88,1.0,100.0,22156410,31100764
2025-06-27 17:00,16,46.73,2.45,443.27,21841838,10150215
2025-06-27 17:30,8,32.22,15.81,565.96,30576476,17678991
2025-06-27 18:00,16,24.39,5.85,771.05,1048576,13925089
2025-06-27 18:30,47,47.96,5.69,402.68,38252052,18444451
2025-06-27 19:00,46,20.09,1.0,422.18,14480834,1048576
2025-06-27 19:30,45,63.34,1.0,350.43,13558087,1048576
2025-06-27 20:00,14,44.13,9.85,436.78,47406120,13254000
2025-06-27 20:30,34,55.92,2.52,522.3,29653729,60922265
2025-06-27 21:00,20,13.04,1.0,343.21,32338083,25459425
2025-06-27 21:30,54,54.67,9.57,355.92,23477616,22921871
2025-06-27 22:00,35,70.16,1.0,436.39,1048576,35704012
2025-06-27 22:30,18,44.82,5.05,300.83,1688207,13694402
2025-06-27 23:00,15,49.35,21.06,629.52,19241369,29118955
2025-06-27 23:30,20,46.94,15.92,893.29,23068672,47395635
2025-06-28 00:00,44,75.44,3.32,301.0,39059456,17091788
2025-06-28 00:30,44,38.91,5.44,139.34,21055406,26099056
2025-06-28 01:00,24,76.29,5.66,493.85,1048576,12939427
2025-06-28 01:30,51,57.04,10.68,695.36,32128368,21338521
2025-06-28 02:00,42,33.54,7.92,667.42,14711521,33994833
2025-06-28 02:30,38,58.24,12.42,100.0,36406558,10548674
